Id,Type,Icon,Name,Note,X,Y,Latitude,Longitude
198,battlefields,⚔️,"Grind Battlefield","A historical battle of the Heartian Rebellion. 
Date: June 1, 374 Withole Era.",2613.37,1014.51,-33.3,146.31
199,battlefields,⚔️,"Irontrironw Battlefield","A historical battle of the Heartian Rebellion. 
Date: September 28, 375 Withole Era.",2680.77,1004.6,-32.1,154.5
200,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=5864998619580"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=5864998619580"" sandbox=""allow-scripts allow-same-origin""></iframe>",821.71,419.66,38.99,-71.44
201,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=5864998613007"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=5864998613007"" sandbox=""allow-scripts allow-same-origin""></iframe>",62.92,164.35,70.02,-163.65
202,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986118443"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986118443"" sandbox=""allow-scripts allow-same-origin""></iframe>",453.84,779.6,-4.75,-116.14
203,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986123959"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986123959"" sandbox=""allow-scripts allow-same-origin""></iframe>",1494.01,993.47,-30.75,10.27
204,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986113831"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986113831"" sandbox=""allow-scripts allow-same-origin""></iframe>",906.13,593.9,17.82,-61.18
205,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986113395"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986113395"" sandbox=""allow-scripts allow-same-origin""></iframe>",1147.05,580.67,19.43,-31.9
206,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986122903"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986122903"" sandbox=""allow-scripts allow-same-origin""></iframe>",1099.67,953.97,-25.95,-37.65
207,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=5864998611173"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=5864998611173"" sandbox=""allow-scripts allow-same-origin""></iframe>",785.31,88.33,79.26,-75.86
208,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986160"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986160"" sandbox=""allow-scripts allow-same-origin""></iframe>",1857.68,11.58,88.59,54.47
209,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986111621"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986111621"" sandbox=""allow-scripts allow-same-origin""></iframe>",780.04,508.24,28.23,-76.5
210,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986113849"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986113849"" sandbox=""allow-scripts allow-same-origin""></iframe>",1087.78,595.37,17.64,-39.1
211,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986112725"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986112725"" sandbox=""allow-scripts allow-same-origin""></iframe>",1878.94,545.31,23.72,57.05
212,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=5864998619928"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=5864998619928"" sandbox=""allow-scripts allow-same-origin""></iframe>",1833.77,434.32,37.21,51.56
213,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=5864998613437"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=5864998613437"" sandbox=""allow-scripts allow-same-origin""></iframe>",1549.72,177,68.49,17.04
214,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=5864998612960"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=5864998612960"" sandbox=""allow-scripts allow-same-origin""></iframe>",2260.33,161.51,70.37,103.4
215,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=5864998618105"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=5864998618105"" sandbox=""allow-scripts allow-same-origin""></iframe>",1656.38,360.55,46.18,30
216,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986126911"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986126911"" sandbox=""allow-scripts allow-same-origin""></iframe>",145.68,1121.1,-46.26,-153.6
217,ancient blood vaults,🗝️,"Dungeon","<div>Undiscovered dungeon. See <a href=""https://watabou.github.io/one-page-dungeon/?seed=58649986112491"" target=""_blank"">One page dungeon</a></div><iframe style=""pointer-events: none;"" src=""https://watabou.github.io/one-page-dungeon/?seed=58649986112491"" sandbox=""allow-scripts allow-same-origin""></iframe>",2065.86,536.81,24.76,79.77
218,chaos mutant,🐉,"Snapdmerna Monster","Journeying folk say a relic monster of 5 ft long inhabits Snapdmerna Lake. Truth or lie, folks are afraid to fish in the lake.",1491.07,1211.89,-57.29,9.91
219,chaos mutant,🐉,"Heartsheat Monster","Whispers say a relic monster of 12 ft long inhabits Heartsheat Lake. Truth or lie, folks are afraid to fish in the lake.",1182.85,918.98,-21.69,-27.55
220,chaos mutant,🐉,"Mong Monster","Rumors say a relic monster of 15 ft long inhabits Mong Lake. Truth or lie, folks are afraid to fish in the lake.",930.64,455.48,34.64,-58.2
221,chaos mutant,🐉,"Sylphradian Monster","Journeying folk say a relic monster of 18 ft long inhabits Sylphradian Lake. Truth or lie, folks are afraid to fish in the lake.",289.16,177.58,68.42,-136.16
222,chaos mutant,🐉,"Tempestera Monster","Whispers say a relic monster of 17 ft long inhabits Tempestera Lake. Truth or lie, folks are afraid to fish in the lake.",2104.27,543.88,23.9,84.44
223,chaos mutant,🐉,"Whiskerhof Monster","Locals say a relic monster of 16 ft long inhabits Whiskerhof Lake. Truth or lie, folks are afraid to fish in the lake.",762.76,225.86,62.55,-78.6
224,grind canyon,🦑,"Shoverton Monster","Old sailors tell stories of a gigantic sea monster inhabiting these dangerous waters. Rumors say it can be 27 ft long.",2682.85,329.03,50.01,154.75
225,grind canyon,🦑,"Berpor Monster","Old sailors tell stories of a gigantic sea monster inhabiting these dangerous waters. Rumors say it can be 45 ft long.",202.4,1159.65,-50.94,-146.7
226,grind canyon,🦑,"Salewen Monster","Old sailors tell stories of a gigantic sea monster inhabiting these dangerous waters. Rumors say it can be 24 ft long.",2165.61,358.6,46.42,91.89
227,grind canyon,🦑,"Persfield Monster","Old sailors tell stories of a gigantic sea monster inhabiting these dangerous waters. Rumors say it can be 46 ft long.",2255,202.17,65.43,102.76
228,grind canyon,🦑,"Prestone Monster","Old sailors tell stories of a gigantic sea monster inhabiting these dangerous waters. Rumors say it can be 30 ft long.",2412.1,1069.9,-40.04,121.85
229,grind canyon,🦑,"Mitbury Monster","Old sailors tell stories of a gigantic sea monster inhabiting these dangerous waters. Rumors say it can be 10 ft long.",285,948.8,-25.32,-136.66
230,cult hidout,👹,"Scutainvicti Giant","Rumors speak of a golden Giant who inhabits Scutainvicti hills and steals cattle at night.",486.48,652.88,10.65,-112.18
231,cult hidout,👹,"Mephra Cyclops","Inscriptions speak of a huge Cyclops who inhabits Mephra hills and eats kids whole.",2198.54,1104.97,-44.3,95.89
232,cult hidout,👹,"Blacktail Hydra","Rumors speak of a fat Hydra who inhabits Blacktail hills and keeps the region at bay.",740.47,813.49,-8.87,-81.31
233,cult hidout,👹,"Shadows Ogre","Elders speak of a golden Ogre who inhabits Shadows hills and abducts young women.",1418.03,1070.06,-40.05,1.04
234,cult hidout,👹,"Vormumen Giant","Journeying folk speak of a huge Giant who inhabits Vormumen hills and attacks unsuspecting victims.",1298.73,555.18,22.52,-13.46
235,cult hidout,👹,"Ironsh Troll","Legends speak of a giant Troll who inhabits Ironsh hills and eats kids whole.",615.18,525.84,26.09,-96.54
236,cult hidout,👹,"Celespeluma Ogre","Inscriptions speak of a magical Ogre who inhabits Celespeluma hills and harasses travelers in the area.",2172.17,1208.04,-56.82,92.69
237,cult hidout,👹,"Blacksmith Monster","Whispers speak of a superior Monster who inhabits Blacksmith hills and keeps the region at bay.",2398.8,1166.5,-51.78,120.23
238,D-stone mine,🗻,"Sorax Mountain","A sacred mountain of No religion. Height: 9925ft.",151.88,755.36,-1.81,-152.84
239,D-stone mine,🗻,"Xyla Mountain","A sacred mountain of No religion. Height: 10289ft.",188.79,796.33,-6.79,-148.36
240,D-stone mine,🗻,"Thun Mountain","A sacred mountain of No religion. Height: 11037ft.",873.57,267.24,57.52,-65.13
241,D-stone mine,🗻,"Grug Mountain","A sacred mountain of No religion. Height: 9925ft.",2393.25,276.93,56.34,119.56
242,D-stone mine,🗻,"Soriona Mountain","A sacred mountain of No religion. Height: 10289ft.",181.24,779.32,-4.72,-149.27
243,blackstone quarry,⚒️,"Snapdracolet Forest","A forest sacred to local Pantheon of the Reaper of Pain.",1680.51,1150.01,-49.77,32.94
244,blackstone quarry,⚒️,"Night Forest","A forest sacred to local Eurabic Beliefs.",929.4,1151.9,-50,-58.35
245,blackstone quarry,⚒️,"Snowtstrine Forest","A forest sacred to local Berberan Spirits.",1627.27,189.2,67,26.47
246,blackstone quarry,⚒️,"Heartfury Forest","A forest sacred to local Tehrani Beliefs.",1007.77,1401.49,-80.34,-48.82
247,blackstone quarry,⚒️,"Thunderw Forest","A forest sacred to local Maui Ancestors.",1110.7,165.1,69.93,-36.31
248,blackstone quarry,⚒️,"Scutaimu Forest","A forest sacred to local Turchian Beliefs.",2642.71,762.36,-2.66,149.88
249,blackstone quarry,⚒️,"Ring Forest","A forest sacred to local Turchian Beliefs.",2519.63,1330.86,-71.75,134.92
250,blackstone quarry,⚒️,"Snowsher Forest","A forest sacred to local Berberan Spirits.",1535.49,320.17,51.09,15.31
251,blackstone quarry,⚒️,"Sylphra Forest","A forest sacred to local Kaha Gods.",515,1069.99,-40.05,-108.71
252,blackstone quarry,⚒️,"Scutavibiles Forest","A forest sacred to local Ulus Beliefs.",396.21,584.95,18.91,-123.15
253,blackstone quarry,⚒️,"Sunch Forest","A forest sacred to local Pantheon of the Reaper of Pain.",1653.17,1162.83,-51.33,29.61
254,blackstone quarry,⚒️,"Lurona Forest","A forest sacred to local Maui Ancestors.",220.67,354.06,46.97,-144.48
255,blackstone quarry,⚒️,"Nierea Forest","A forest sacred to local Tehrani Beliefs.",78.26,1349.44,-74.01,-161.79
256,blackstone quarry,⚒️,"Anfironspi Forest","A forest sacred to local Turchian Beliefs.",2632.66,1081.28,-41.42,148.65
257,blackstone quarry,⚒️,"Frostclawlas Forest","A forest sacred to local Berberan Spirits.",1434.12,179.31,68.21,2.99
258,blackstone quarry,⚒️,"Lumina Forest","A forest sacred to local Maui Ancestors.",215.9,248.36,59.81,-145.06
259,blackstone quarry,⚒️,"Ironster Forest","A forest sacred to local Turchian Beliefs.",2573.74,962.47,-26.98,141.49
260,blackstone quarry,⚒️,"Aetra Forest","A forest sacred to local Carnatic Spirits.",2199.77,1088.36,-42.28,96.04
261,blackstone quarry,⚒️,"Thunderfly Forest","A forest sacred to local Carnatic Spirits.",2133.85,913.93,-21.08,88.03
262,blackstone quarry,⚒️,"Sylphriara Forest","A forest sacred to local Guantzu Beliefs.",215.21,748.91,-1.02,-145.14
263,blackstone quarry,⚒️,"Hear Forest","A forest sacred to local Kaha Gods.",723.5,1145.7,-49.25,-83.37
264,blackstone quarry,⚒️,"Ironsperfang Forest","A forest sacred to local Lijianese Deities.",1986.77,934.93,-23.63,70.16
265,blackstone quarry,⚒️,"Stormpest Forest","A forest sacred to local Lijianese Deities.",2228.4,619.79,14.67,99.52
266,blackstone quarry,⚒️,"Gromnok Forest","A forest sacred to local Turchian Beliefs.",2628.1,199.5,65.75,148.1
267,blackstone quarry,⚒️,"Igninerumi Forest","A forest sacred to local Maui Ancestors.",416.85,378.93,43.95,-120.64
268,blackstone quarry,⚒️,"Astra Forest","A forest sacred to local Guantzu Beliefs.",162.1,698.5,5.1,-151.6
269,blackstone quarry,⚒️,"Lureles Forest","A forest sacred to local Tehrani Beliefs.",151.87,1240.2,-60.73,-152.84
270,meteor crater,💥,"Ring Pinery","A pinery sacred to local Turchian Beliefs.",2436.4,1041.2,-36.55,124.8
271,meteor crater,💥,"Cerie Pinery","A pinery sacred to local Carnatic Spirits.",2210.95,1214.27,-57.58,97.4
272,warden sanctuary ,🏰,"Heart Palm Grove","A palm grove sacred to local Eurabic Beliefs.",1286.14,1010.33,-32.8,-14.99
273,warden sanctuary ,🏰,"Hearthamer Palm Grove","A palm grove sacred to local Eurabic Beliefs.",1243.24,974.55,-28.45,-20.21
274,brigands,💰,"Caver Beavers","A gang of mounted bandits.",1467.95,397.89,41.64,7.1
275,brigands,💰,"Mane Jackals","A gang of forest brigands.",1732.02,1005.55,-32.21,39.2
276,brigands,💰,"Duskspe Tigers","A gang of desert bandits.",1819.78,596.32,17.52,49.86
277,brigands,💰,"Shaletal Hyenas","A gang of mounted brigands.",1818.33,927.58,-22.74,49.69
278,brigands,💰,"Ethe Panthers","A gang of mounted highwaymen.",2028.57,729.81,1.3,75.24
279,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",455.2,1118.2,-45.91,-115.98
280,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",1874.58,1049.2,-37.52,56.52
281,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",570.96,975.53,-28.57,-101.91
282,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",2126.8,370.9,44.92,87.18
283,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",1339.4,372.9,44.68,-8.52
284,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",539.45,870.51,-15.8,-105.74
285,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",2315.88,402.32,41.1,110.15
286,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",1220.27,1409.58,-81.32,-23
287,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",2691.62,477.45,31.97,155.82
288,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",1295.14,321.5,50.93,-13.9
289,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",221.68,1154.32,-50.3,-144.36
290,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",820.7,1262.4,-63.43,-71.56
291,free sky baronies,🏴‍☠️,"Pirates","Pirate ships have been spotted in these waters.",536.5,959.2,-26.58,-106.1
292,cartel headquarters,🗿,"Ikeheim Sculpture","An ancient sculpture. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">ᠡᠡᠮᡏᡎᠮᡜᡎ᠀ᠳᡍ᠐ᢢ᠑ᠯᡟᡟᢁᡒᢤᡀᢟᡭᡁᡰᢒᠨᠻᢟᡔᢦᡞ᠒᠑᠑ᠩᡜᢋᡀᡳᡰᠻᢀᢋᡠᡗᢏᠿᡭᢤᢞᡀᡝᡆᠿᢠᡞᡁᠲᠧ</div>",598.04,483.74,31.21,-98.62
293,cartel headquarters,🗿,"Hearthamer Column","An ancient column. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">ፈፐሰተፀቀለከሀረ  ደጠፀጠሐሐተጠሠዐነበረኀለየሰበከ ነአአለሰጠሰየቀደረበሀነቀረፀሠቀፈአፀረ ረ ሀ ሐደአጰ ፈ ረተጠደነወኀ</div>",1071.5,1245.13,-61.33,-41.08
294,cartel headquarters,🗿,"Frostmender Megalith","An ancient megalith. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">ᢤᠰᢋᢠᡲᢏᠳᢜᡎᢏᢁᢏᢥᡭᠳᢀᢥᠰᡔᡏ᠒ᠽ᠐ᡆᢞᡜᢁᢡᡒᡙᠭᡁᡍᡐᠲᢞ᠀ᢦᠼᠩᡐᢋᠠᢜᢟᠿᡜᡐᡙᡀᢛᠾᠮᢠᠩᢞᠻᡍᡗᠿᢓᠿᡑ</div>",1581.39,208.03,64.72,20.89
295,cartel headquarters,🗿,"Scutabi Idol","An ancient idol. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;""> ዘ ኀየዐሐቀሀበከጠሐኀቀ ጠበከበ ሰሰ ወየደ ወ ገሀሐዐቀ ሀሰፈ ወደሠወሐዐዘሀተዘዘመ  ዐሐጰነየወዐዐደ ሰገሐደ ኀመከ ነሰደሐረፀ ዐከጸከፀዐጠዐፀበጰ</div>",2694.79,688.41,6.33,156.2
296,cartel headquarters,🗿,"Canopybre Sculpture","An ancient sculpture. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">ጠ ፐየፀለወበ ሐዘጰተተበዐተሀ ዐለወ  ረፈነገሰፐሀፀ ጰከበጠለፈከፐመ ጸገገፀአጸጠደ ዐተዐጰቀሀነሐፈጰነ ከየለፈቀ</div>",1662.47,322.79,50.77,30.74
297,cartel headquarters,🗿,"Inoushout Monolith","An ancient monolith. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">ⲴⳐⳄⳫⳘⳞⳚⳆⳆⳄⳄⳠ⳹ⳤ⳾ⳒⳆⳒⳐⳘⳬⳖ⳥ⳔⲺⲸⲶⲲ⳹⳾ⳐⳤⳖ⳪ⲶⳔⳲ⳥ⳤ⳾ⳞⳤⲸⳄⳆⳐⳀ⳧Ⲿ⳩ⲾⳖ</div>",972.46,1133.15,-47.72,-53.11
298,cartel headquarters,🗿,"Hearthrob Sculpture","An ancient sculpture. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">༘༽་༽༚༉༰༕༲༰༯༨༑༤༊༼༿༑༣༨༻༳་༒༆༿༗༹༱༵༧༴༵༙༠༫ༀ༰༐༓</div>",882.91,1416.42,-82.15,-64
299,cartel headquarters,🗿,"Cadebrecal Megalith","An ancient megalith. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">⳹ⳚⳬⳜ⳥ⲶⳠⳤⳄ ⳀⳌ⳹⳩Ⳣ⳩ⳚⲼⳈⳎⲾⳫⳫⳐⳎⳤⳆⳒⳔⳭⳌⳀ ⳊⳎⳒⳬ⳩ⳃ⳹ⳈⳀⳖⲲⲲⳃ⳪ⲼⳂⲶⳈⳆⳊ ⳾Ⳁ</div>",1846.26,281.18,55.83,53.08
300,cartel headquarters,🗿,"Mon Stele","An ancient stele. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">Ⳇⳁ⳧ⳌⳌ⳥ⳚⳃⳂⲸⳤⳒⲼⳚⳢⲶⳀⳎ⳹ⳌⳀⳖ⳧ⳬⳄⳖ⳪ⳆⳘⳤⲲⳄ⳾⳹ⳊⳄⲸ⳪ⳤⲺ ⳥ⳔⳌⳈⳒⳘ⳥Ⳇ ⳩Ⳓ⳥ⲺⳚⳲⳠⳈⳄⳭ⳥Ⲷ ⳖⳘⲶ⳥ⳤⳚⲴ⳥ⲼⲼⳎ Ⲻ</div>",2072.17,670.73,8.48,80.54
301,cartel headquarters,🗿,"Heartpactfor Obelisk","An ancient obelisk. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">በወሀደመገሀዘ  ተ የዘሠመዘዘ ፐበተጠጠረሠገሀገጠጰቀሰወወጠሠከሀነከበተፐሐበሰየበሰየሠጸዘ ጠከኀሀየ ሀፐነዐፈጠሠጠዐጠሰ ኀከጰየሀዐ በ ጠ ወየገሰ</div>",1126.01,1279.43,-65.5,-34.45
302,cartel headquarters,🗿,"Grorath Effigy","An ancient effigy. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">��𐠜�𐠯������ ��𐠸��𐠨��𐠐�𐠊𐠈�  𐠜��𐠵���𐠬</div>",2598.47,324.4,50.57,144.5
303,cartel headquarters,🗿,"Blod Megalith","An ancient megalith. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">������𐠦��������𐠚𐠷𐠰���𐠢��𐠖���� ���𐠡��𐠁�� ���𐠃𐠥��𐠸�����𐠃����𐠕�𐠐𐠎𐠂�� �𐠮��</div>",798.41,245.87,60.12,-74.27
304,cartel headquarters,🗿,"Scutainflexi Runestone","An ancient runestone. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">ᠭᠡᠮᠾᡜᡆᡴᠽᠿᠲᡆᠲᠿᡎᡔᠩ᠐ᡔᡆᡏᢦᠲᠱᢟᡑᠧᠽᢂᠪᢥᢂᠧᡯᡡᡏ᠀᠑ᠿᢜᢞᠽᡳᠿᡞᢁᡜᢀᠵᢀᠨ᠑ᢜᢡᡙᡞᢞᡑᡞᡴᡓᢥᠳᡑᡗᠻᢐᡞᡰᢁ᠒ᡕ</div>",2689.28,645.72,11.52,155.53
305,cartel headquarters,🗿,"Scuta Column","An ancient column. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">༔༽༒༲༽༱༡༚༦༫༬༁༁༂༮༂༥༊༉༮༆༄ༀ༵༪༸༫༂༸་༠༘༅༺༩༂༈༚༕༂༡ༀ༱༺༼༳༓༬༾༾༖༬༼༨༽༃</div>",489.46,687.19,6.48,-111.81
306,cartel headquarters,🗿,"Heartham Idol","An ancient idol. It has an inscription, but no one can translate it:
        <div style=""font-size: 1.8em; line-break: anywhere;"">�𐠬𐠏��𐠭�𐠑�  � �𐠓� 𐠸 ��𐠔��������𐠋��𐠢�𐠅�𐠙𐠍�𐠳����</div>",2071.2,849,-13.19,80.42
307,ruins,🏺,"Ruined Castle","Ruins of an ancient castle. Untold riches may lie within.",521.1,1188.2,-54.41,-107.97
308,ruins,🏺,"Ruined Outpost","Ruins of an ancient outpost. Untold riches may lie within.",2549.3,775.92,-4.3,138.52
309,ruins,🏺,"Ruined Fort","Ruins of an ancient fort. Untold riches may lie within.",2087.38,1049.01,-37.5,82.38
310,ruins,🏺,"Ruined Pyramid","Ruins of an ancient pyramid. Untold riches may lie within.",915.35,545.46,23.71,-60.06
311,ruins,🏺,"Ruined Sacred site","Ruins of an ancient sacred site. Untold riches may lie within.",1269.67,1079.98,-41.26,-16.99
312,ruins,🏺,"Ruined Fort","Ruins of an ancient fort. Untold riches may lie within.",1505.95,67.58,81.79,11.72
313,ruins,🏺,"Ruined Stronghold","Ruins of an ancient stronghold. Untold riches may lie within.",1709.02,658.31,9.99,36.4
314,ruins,🏺,"Ruined Fortress","Ruins of an ancient fortress. Untold riches may lie within.",1045.59,312.83,51.98,-44.23
315,ruins,🏺,"Ruined Mausoleum","Ruins of an ancient mausoleum. Untold riches may lie within.",1247.51,894.12,-18.67,-19.69
316,ruins,🏺,"Ruined Mausoleum","Ruins of an ancient mausoleum. Untold riches may lie within.",1233.19,466.7,33.28,-21.43
317,ruins,🏺,"Ruined Town","Ruins of an ancient town. Untold riches may lie within.",846.69,979,-28.99,-68.4
318,ruins,🏺,"Ruined Temple","Ruins of an ancient temple. Untold riches may lie within.",999.63,472.21,32.61,-49.81
319,ruins,🏺,"Ruined Sacred site","Ruins of an ancient sacred site. Untold riches may lie within.",2042.11,1321.79,-70.65,76.88
320,ruins,🏺,"Ruined Fort","Ruins of an ancient fort. Untold riches may lie within.",2281.09,740.96,-0.06,105.93
321,ruins,🏺,"Ruined Mausoleum","Ruins of an ancient mausoleum. Untold riches may lie within.",1953.48,685.45,6.69,66.11
322,ruins,🏺,"Ruined Fortress","Ruins of an ancient fortress. Untold riches may lie within.",1171.97,951.05,-25.59,-28.87
323,ruins,🏺,"Ruined Settlement","Ruins of an ancient settlement. Untold riches may lie within.",1726.58,481.02,31.54,38.54
324,ruins,🏺,"Ruined Pyramid","Ruins of an ancient pyramid. Untold riches may lie within.",1734.83,772.52,-3.89,39.54
325,gilded compass yard,⚖️,"Lurerumie Archive","A vast collection of knowledge, including many rare and ancient tomes.",2160.91,1034.11,-35.69,91.32
326,gilded compass yard,⚖️,"Whis Archive","A vast collection of knowledge, including many rare and ancient tomes.",1243.83,290.98,54.63,-20.13
327,circuses,🎪,"Travelling Magical Circus","Roll up, roll up, this magical circus is here for a limited time only.",891.08,1157.83,-50.72,-63
328,circuses,🎪,"Travelling Unmissable Circus","Roll up, roll up, this unmissable circus is here for a limited time only.",903.57,1266.28,-63.9,-61.49
329,circuses,🎪,"Travelling Wondrous Circus","Roll up, roll up, this wondrous circus is here for a limited time only.",2537.88,1336.79,-72.47,137.13
330,fulcrum bank,📜,"Heartswel Tournament","Warriors from around the land gather for a tournament of the greats in Heartswel, with fame, fortune and favour on offer to the victor.",1403.73,752.53,-1.46,-0.7
331,fulcrum bank,📜,"Hearthrob Competition","Warriors from around the land gather for a competition of the greats in Hearthrob, with fame, fortune and favour on offer to the victor.",666.79,1167.26,-51.87,-90.26
332,fairs,🎠,"Xylararalys Fair","A fair is being held in Xylararalys, with all manner of local and foreign goods and services on offer.",1078.77,1145.52,-49.23,-40.19
333,fairs,🎠,"Luraria Fair","A fair is being held in Luraria, with all manner of local and foreign goods and services on offer.",480.4,1084.67,-41.83,-112.92
334,smugglers hideout,💪,"Minor Jetty","A small location along the Heartshadow River to launch boats from sits here, along with a weary looking owner, willing to sell passage along the river.",1004.19,1391.81,-79.16,-49.26
